                                            MOTIONS (CENTER OF GRAVITY, INTERPOLATE, WNX6)
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
2.828    2.222     2.438e-002 -178.509  9.141e-001   90.112  1.927e+000   21.147  2.941e+001   92.015  5.297e-001  179.697  1.351e+001   89.997
2.802    2.243     2.455e-002 -178.421  9.039e-001   90.117  1.989e+000   22.878  2.970e+001   92.045  5.327e-001  179.478  1.371e+001   89.996
2.776    2.263     2.472e-002 -178.327  8.939e-001   90.122  2.054e+000   24.779  2.999e+001   92.075  5.354e-001  179.227  1.392e+001   89.996
2.751    2.284     2.490e-002 -178.228  8.840e-001   90.128  2.122e+000   26.839  3.028e+001   92.105  5.378e-001  178.943  1.413e+001   89.996
2.726    2.305     2.508e-002 -178.124  8.742e-001   90.133  2.190e+000   29.044  3.057e+001   92.136  5.399e-001  178.627  1.434e+001   89.995
2.702    2.325     2.527e-002 -178.014  8.646e-001   90.139  2.259e+000   31.426  3.086e+001   92.168  5.418e-001  178.273  1.456e+001   89.995
2.679    2.346     2.546e-002 -177.897  8.552e-001   90.144  2.333e+000   34.136  3.115e+001   92.199  5.434e-001  177.865  1.478e+001   89.994
2.655    2.366     2.566e-002 -177.772  8.458e-001   90.150  2.413e+000   37.371  3.144e+001   92.232  5.448e-001  177.382  1.500e+001   89.994
2.632    2.387     2.586e-002 -177.637  8.366e-001   90.157  2.503e+000   41.359  3.173e+001   92.264  5.462e-001  176.802  1.522e+001   89.993
2.610    2.408     2.607e-002 -177.488  8.276e-001   90.163  2.598e+000   46.331  3.202e+001   92.297  5.480e-001  176.108  1.545e+001   89.993
2.588    2.428     2.628e-002 -177.327  8.186e-001   90.170  2.685e+000   52.194  3.231e+001   92.330  5.506e-001  175.336  1.568e+001   89.992
2.566    2.449     2.649e-002 -177.158  8.097e-001   90.176  2.745e+000   58.331  3.261e+001   92.364  5.540e-001  174.582  1.591e+001   89.991
2.544    2.469     2.671e-002 -176.988  8.010e-001   90.183  2.769e+000   64.040  3.290e+001   92.398  5.577e-001  173.929  1.615e+001   89.991
2.523    2.490     2.693e-002 -176.821  7.924e-001   90.191  2.760e+000   68.666  3.319e+001   92.433  5.607e-001  173.404  1.639e+001   89.990
2.503    2.511     2.715e-002 -176.661  7.838e-001   90.198  2.729e+000   71.697  3.349e+001   92.468  5.620e-001  172.987  1.663e+001   89.989
2.482    2.531     2.737e-002 -176.498  7.754e-001   90.206  2.686e+000   74.058  3.378e+001   92.504  5.623e-001  172.600  1.688e+001   89.988
2.462    2.552     2.760e-002 -176.317  7.671e-001   90.214  2.626e+000   78.046  3.408e+001   92.540  5.635e-001  172.175  1.713e+001   89.987
2.443    2.572     2.784e-002 -176.108  7.589e-001   90.222  2.522e+000   85.509  3.438e+001   92.576  5.672e-001  171.773  1.738e+001   89.986
2.423    2.593     2.807e-002 -175.876  7.507e-001   90.230  2.339e+000   96.373  3.467e+001   92.613  5.726e-001  171.599  1.763e+001   89.985
2.404    2.614     2.831e-002 -175.642  7.427e-001   90.239  2.092e+000  107.949  3.497e+001   92.650  5.760e-001  171.687  1.789e+001   89.984
2.385    2.634     2.855e-002 -175.420  7.347e-001   90.247  1.868e+000  116.467  3.527e+001   92.688  5.746e-001  171.717  1.816e+001   89.982
2.367    2.655     2.881e-002 -175.203  7.268e-001   90.256  1.707e+000  121.451  3.557e+001   92.726  5.696e-001  171.496  1.842e+001   89.981
2.349    2.675     2.907e-002 -174.983  7.190e-001   90.266  1.596e+000  123.768  3.587e+001   92.765  5.625e-001  171.035  1.869e+001   89.980
2.331    2.696     2.935e-002 -174.758  7.113e-001   90.275  1.512e+000  123.669  3.617e+001   92.804  5.537e-001  170.368  1.896e+001   89.978
2.313    2.717     2.962e-002 -174.530  7.036e-001   90.284  1.411e+000  120.434  3.647e+001   92.844  5.426e-001  169.543  1.924e+001   89.976
2.295    2.737     2.990e-002 -174.289  6.960e-001   90.294  1.199e+000  115.470  3.678e+001   92.883  5.291e-001  168.797  1.952e+001   89.974
2.278    2.758     3.017e-002 -174.010  6.885e-001   90.304  9.149e-001  119.855  3.708e+001   92.924  5.175e-001  168.283  1.980e+001   89.972
2.261    2.778     3.047e-002 -173.711  6.811e-001   90.314  8.446e-001  132.756  3.738e+001   92.965  5.088e-001  167.400  2.009e+001   89.970
2.245    2.799     3.077e-002 -173.409  6.737e-001   90.324  8.728e-001  139.295  3.769e+001   93.006  4.989e-001  166.070  2.038e+001   89.968
2.228    2.820     3.109e-002 -173.100  6.663e-001   90.335  8.772e-001  141.950  3.799e+001   93.047  4.871e-001  164.472  2.067e+001   89.966
2.212    2.840     3.140e-002 -172.777  6.591e-001   90.345  8.451e-001  143.896  3.830e+001   93.089  4.739e-001  162.659  2.097e+001   89.963
2.196    2.861     3.172e-002 -172.438  6.519e-001   90.356  7.608e-001  146.561  3.861e+001   93.132  4.593e-001  160.646  2.127e+001   89.960
2.181    2.881     3.204e-002 -172.081  6.447e-001   90.366  5.393e-001  152.421  3.891e+001   93.174  4.418e-001  158.483  2.157e+001   89.957
2.165    2.902     3.232e-002 -171.733  6.376e-001   90.377  3.724e-001    4.945  3.922e+001   93.217  4.097e-001  155.416  2.188e+001   89.954
2.150    2.923     3.270e-002 -171.522  6.306e-001   90.388  1.759e+000   83.588  3.953e+001   93.261  4.162e-001  147.453  2.219e+001   89.951
2.135    2.943     3.307e-002 -171.068  6.236e-001   90.399  1.424e+000  106.319  3.984e+001   93.305  4.140e-001  145.517  2.250e+001   89.947
2.120    2.964     3.341e-002 -170.635  6.166e-001   90.409  1.193e+000  109.921  4.015e+001   93.349  4.027e-001  141.995  2.282e+001   89.943
2.105    2.984     3.375e-002 -170.193  6.097e-001   90.420  9.937e-001  109.853  4.046e+001   93.393  3.923e-001  137.688  2.314e+001   89.939
2.091    3.005     3.409e-002 -169.734  6.028e-001   90.431  8.199e-001  110.943  4.077e+001   93.438  3.850e-001  132.865  2.346e+001   89.935
2.077    3.026     3.445e-002 -169.261  5.960e-001   90.441  7.068e-001  114.413  4.109e+001   93.483  3.824e-001  127.568  2.379e+001   89.930
2.063    3.046     3.481e-002 -168.777  5.892e-001   90.452  6.429e-001  118.218  4.140e+001   93.528  3.847e-001  121.864  2.412e+001   89.925
2.049    3.067     3.518e-002 -168.278  5.825e-001   90.462  6.049e-001  121.306  4.172e+001   93.573  3.923e-001  115.920  2.445e+001   89.920
2.035    3.087     3.554e-002 -167.763  5.758e-001   90.473  5.766e-001  123.551  4.203e+001   93.619  4.055e-001  109.931  2.479e+001   89.914
2.022    3.108     3.591e-002 -167.230  5.691e-001   90.483  5.478e-001  125.108  4.235e+001   93.665  4.246e-001  104.086  2.512e+001   89.908
2.008    3.129     3.629e-002 -166.678  5.624e-001   90.492  5.154e-001  126.195  4.267e+001   93.711  4.497e-001   98.544  2.547e+001   89.901
1.995    3.149     3.666e-002 -166.107  5.558e-001   90.502  4.817e-001  127.001  4.298e+001   93.757  4.809e-001   93.426  2.581e+001   89.895
1.982    3.170     3.703e-002 -165.517  5.493e-001   90.511  4.483e-001  127.634  4.330e+001   93.803  5.181e-001   88.805  2.616e+001   89.887
1.969    3.190     3.741e-002 -164.908  5.427e-001   90.520  4.169e-001  128.150  4.362e+001   93.850  5.610e-001   84.708  2.651e+001   89.880
1.957    3.211     3.779e-002 -164.279  5.362e-001   90.528  3.891e-001  128.565  4.394e+001   93.896  6.095e-001   81.126  2.686e+001   89.872
1.944    3.232     3.816e-002 -163.631  5.297e-001   90.536  3.651e-001  128.879  4.427e+001   93.943  6.633e-001   78.030  2.722e+001   89.863
1.932    3.252     3.854e-002 -162.963  5.233e-001   90.543  3.441e-001  129.098  4.459e+001   93.989  7.222e-001   75.376  2.757e+001   89.854
1.920    3.273     3.891e-002 -162.276  5.168e-001   90.550  3.254e-001  129.236  4.491e+001   94.036  7.859e-001   73.117  2.793e+001   89.844
1.908    3.293     3.928e-002 -161.567  5.104e-001   90.556  3.081e-001  129.305  4.524e+001   94.082  8.543e-001   71.207  2.830e+001   89.834
1.896    3.314     3.965e-002 -160.839  5.041e-001   90.562  2.918e-001  129.320  4.557e+001   94.129  9.273e-001   69.604  2.866e+001   89.823
1.884    3.335     4.002e-002 -160.089  4.977e-001   90.566  2.763e-001  129.287  4.589e+001   94.175  1.005e+000   68.270  2.903e+001   89.812
1.873    3.355     4.038e-002 -159.319  4.914e-001   90.570  2.615e-001  129.210  4.622e+001   94.221  1.087e+000   67.174  2.939e+001   89.800
1.861    3.376     4.073e-002 -158.527  4.851e-001   90.574  2.476e-001  129.092  4.655e+001   94.268  1.173e+000   66.286  2.976e+001   89.787
1.850    3.396     4.108e-002 -157.716  4.788e-001   90.576  2.346e-001  128.934  4.688e+001   94.314  1.264e+000   65.582  3.013e+001   89.773
1.839    3.417     4.142e-002 -156.883  4.726e-001   90.578  2.224e-001  128.739  4.721e+001   94.360  1.359e+000   65.042  3.051e+001   89.759
1.828    3.438     4.176e-002 -156.029  4.664e-001   90.578  2.111e-001  128.510  4.755e+001   94.406  1.458e+000   64.647  3.088e+001   89.744
1.817    3.458     4.209e-002 -155.155  4.602e-001   90.577  2.005e-001  128.250  4.788e+001   94.451  1.561e+000   64.382  3.126e+001   89.728
1.806    3.479     4.240e-002 -154.261  4.540e-001   90.576  1.905e-001  127.960  4.822e+001   94.497  1.669e+000   64.232  3.163e+001   89.712
1.795    3.499     4.271e-002 -153.346  4.478e-001   90.573  1.812e-001  127.643  4.856e+001   94.542  1.781e+000   64.188  3.201e+001   89.694
1.785    3.520     4.300e-002 -152.411  4.417e-001   90.569  1.723e-001  127.300  4.890e+001   94.587  1.897e+000   64.238  3.239e+001   89.676
1.775    3.541     4.328e-002 -151.456  4.356e-001   90.564  1.640e-001  126.934  4.924e+001   94.632  2.018e+000   64.375  3.276e+001   89.656
1.764    3.561     4.355e-002 -150.482  4.295e-001   90.557  1.560e-001  126.544  4.958e+001   94.677  2.143e+000   64.590  3.314e+001   89.636
1.754    3.582     4.380e-002 -149.489  4.235e-001   90.549  1.486e-001  126.132  4.993e+001   94.721  2.271e+000   64.876  3.352e+001   89.615
1.744    3.603     4.404e-002 -148.477  4.175e-001   90.540  1.415e-001  125.700  5.028e+001   94.765  2.405e+000   65.229  3.390e+001   89.593
1.734    3.623     4.426e-002 -147.447  4.115e-001   90.529  1.348e-001  125.247  5.063e+001   94.809  2.542e+000   65.642  3.428e+001   89.569
1.724    3.644     4.446e-002 -146.399  4.055e-001   90.517  1.285e-001  124.776  5.098e+001   94.853  2.683e+000   66.112  3.466e+001   89.544
1.715    3.664     4.464e-002 -145.334  3.995e-001   90.503  1.225e-001  124.286  5.133e+001   94.896  2.828e+000   66.632  3.503e+001   89.519
1.705    3.685     4.481e-002 -144.253  3.936e-001   90.487  1.168e-001  123.779  5.169e+001   94.940  2.977e+000   67.201  3.541e+001   89.492
1.696    3.706     4.495e-002 -143.155  3.877e-001   90.470  1.114e-001  123.256  5.205e+001   94.983  3.130e+000   67.814  3.579e+001   89.464
1.686    3.726     4.508e-002 -142.042  3.818e-001   90.451  1.063e-001  122.716  5.241e+001   95.026  3.287e+000   68.469  3.616e+001   89.435
1.677    3.747     4.518e-002 -140.915  3.760e-001   90.430  1.015e-001  122.160  5.277e+001   95.069  3.448e+000   69.162  3.654e+001   89.404
1.668    3.767     4.526e-002 -139.774  3.702e-001   90.407  9.687e-002  121.590  5.314e+001   95.112  3.612e+000   69.890  3.691e+001   89.372
1.659    3.788     4.531e-002 -138.620  3.644e-001   90.382  9.249e-002  121.005  5.351e+001   95.155  3.780e+000   70.652  3.728e+001   89.338
1.650    3.809     4.535e-002 -137.453  3.586e-001   90.355  8.833e-002  120.405  5.389e+001   95.198  3.951e+000   71.444  3.765e+001   89.304
1.641    3.829     4.535e-002 -136.275  3.529e-001   90.326  8.438e-002  119.792  5.427e+001   95.241  4.125e+000   72.265  3.802e+001   89.267
1.632    3.850     4.534e-002 -135.087  3.472e-001   90.296  8.062e-002  119.166  5.465e+001   95.284  4.303e+000   73.112  3.838e+001   89.229
1.623    3.870     4.530e-002 -133.889  3.416e-001   90.263  7.704e-002  118.527  5.503e+001   95.328  4.484e+000   73.984  3.874e+001   89.190
1.615    3.891     4.523e-002 -132.683  3.360e-001   90.228  7.364e-002  117.876  5.542e+001   95.371  4.667e+000   74.878  3.910e+001   89.150
1.606    3.912     4.514e-002 -131.469  3.304e-001   90.191  7.040e-002  117.213  5.582e+001   95.416  4.854e+000   75.794  3.946e+001   89.107
1.598    3.932     4.502e-002 -130.248  3.248e-001   90.152  6.731e-002  116.539  5.622e+001   95.461  5.043e+000   76.729  3.982e+001   89.064
1.590    3.953     4.488e-002 -129.020  3.193e-001   90.111  6.437e-002  115.853  5.663e+001   95.507  5.235e+000   77.681  4.017e+001   89.018
1.581    3.973     4.472e-002 -127.787  3.138e-001   90.068  6.157e-002  115.155  5.704e+001   95.554  5.430e+000   78.651  4.052e+001   88.971
1.573    3.994     4.453e-002 -126.548  3.084e-001   90.022  5.889e-002  114.444  5.746e+001   95.602  5.627e+000   79.635  4.086e+001   88.921
1.565    4.015     4.432e-002 -125.305  3.030e-001   89.975  5.635e-002  113.722  5.788e+001   95.651  5.827e+000   80.632  4.120e+001   88.870
1.557    4.035     4.409e-002 -124.058  2.977e-001   89.926  5.391e-002  112.988  5.831e+001   95.702  6.029e+000   81.643  4.154e+001   88.816
1.549    4.056     4.383e-002 -122.809  2.924e-001   89.875  5.160e-002  112.245  5.875e+001   95.755  6.233e+000   82.666  4.188e+001   88.762
1.541    4.076     4.354e-002 -121.561  2.871e-001   89.823  4.938e-002  111.495  5.920e+001   95.811  6.439e+000   83.699  4.221e+001   88.706
1.534    4.097     4.324e-002 -120.314  2.819e-001   89.770  4.728e-002  110.742  5.965e+001   95.869  6.647e+000   84.744  4.253e+001   88.648
1.526    4.118     4.290e-002 -119.070  2.767e-001   89.716  4.527e-002  109.988  6.012e+001   95.930  6.855e+000   85.798  4.286e+001   88.590
1.518    4.138     4.254e-002 -117.826  2.715e-001   89.662  4.335e-002  109.226  6.059e+001   95.994  7.066e+000   86.861  4.318e+001   88.529
1.511    4.159     4.217e-002 -116.578  2.665e-001   89.606  4.152e-002  108.449  6.107e+001   96.062  7.279e+000   87.932  4.350e+001   88.466
1.503    4.179     4.179e-002 -115.325  2.614e-001   89.548  3.976e-002  107.645  6.157e+001   96.135  7.497e+000   89.009  4.380e+001   88.399
1.496    4.200     4.142e-002 -114.063  2.564e-001   89.488  3.807e-002  106.804  6.208e+001   96.212  7.719e+000   90.091  4.410e+001   88.328
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 120.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
-----------------------------------------------------------------------------------------------------------------------------------------------
62.832   0.100     1.107e+001  -90.047  1.918e+001   89.953  1.000e+000    0.157  1.120e+000   90.134  6.468e-001   90.132  1.429e-001  -68.704
52.098   0.121     9.183e+000  -90.060  1.590e+001   89.940  1.000e+000    0.187  1.351e+000   90.166  7.800e-001   90.164  1.233e-001  -63.628
44.497   0.141     7.842e+000  -90.070  1.358e+001   89.930  1.001e+000    0.218  1.582e+000   90.194  9.133e-001   90.191  1.088e-001  -59.984
38.831   0.162     6.843e+000  -90.079  1.185e+001   89.921  1.001e+000    0.248  1.813e+000   90.220  1.047e+000   90.217  9.782e-002  -56.959
34.445   0.182     6.068e+000  -90.087  1.051e+001   89.912  1.001e+000    0.279  2.044e+000   90.246  1.180e+000   90.243  8.945e-002  -54.177
30.949   0.203     5.451e+000  -90.096  9.442e+000   89.903  1.002e+000    0.310  2.275e+000   90.272  1.313e+000   90.269  8.308e-002  -51.461
28.098   0.224     4.948e+000  -90.106  8.570e+000   89.894  1.002e+000    0.341  2.506e+000   90.300  1.447e+000   90.295  7.827e-002  -48.775
25.727   0.244     4.530e+000  -90.116  7.846e+000   89.884  1.002e+000    0.371  2.737e+000   90.327  1.580e+000   90.323  7.455e-002  -46.199
23.726   0.265     4.177e+000  -90.126  7.235e+000   89.874  1.003e+000    0.401  2.968e+000   90.355  1.713e+000   90.350  7.161e-002  -43.782
22.013   0.285     3.875e+000  -90.136  6.711e+000   89.864  1.003e+000    0.432  3.199e+000   90.383  1.847e+000   90.378  6.922e-002  -41.546
20.531   0.306     3.613e+000  -90.146  6.259e+000   89.854  1.004e+000    0.462  3.430e+000   90.411  1.980e+000   90.406  6.722e-002  -39.490
19.236   0.327     3.385e+000  -90.156  5.863e+000   89.844  1.004e+000    0.493  3.661e+000   90.439  2.113e+000   90.433  6.552e-002  -37.599
18.095   0.347     3.183e+000  -90.166  5.514e+000   89.834  1.005e+000    0.523  3.892e+000   90.467  2.247e+000   90.460  6.407e-002  -35.854
17.081   0.368     3.004e+000  -90.176  5.204e+000   89.824  1.006e+000    0.554  4.123e+000   90.495  2.380e+000   90.488  6.281e-002  -34.234
16.175   0.388     2.844e+000  -90.186  4.927e+000   89.814  1.006e+000    0.585  4.354e+000   90.522  2.514e+000   90.515  6.174e-002  -32.728
15.361   0.409     2.700e+000  -90.196  4.677e+000   89.804  1.007e+000    0.616  4.585e+000   90.550  2.647e+000   90.543  6.081e-002  -31.322
14.624   0.430     2.570e+000  -90.206  4.452e+000   89.794  1.008e+000    0.648  4.817e+000   90.578  2.781e+000   90.570  6.001e-002  -30.009
13.955   0.450     2.452e+000  -90.216  4.247e+000   89.784  1.008e+000    0.679  5.048e+000   90.606  2.914e+000   90.598  5.931e-002  -28.781
13.344   0.471     2.344e+000  -90.226  4.060e+000   89.773  1.009e+000    0.711  5.280e+000   90.634  3.048e+000   90.625  5.870e-002  -27.630
12.785   0.491     2.245e+000  -90.236  3.889e+000   89.763  1.010e+000    0.744  5.511e+000   90.662  3.181e+000   90.653  5.817e-002  -26.551
12.270   0.512     2.154e+000  -90.246  3.731e+000   89.753  1.011e+000    0.776  5.743e+000   90.690  3.315e+000   90.680  5.769e-002  -25.538
11.796   0.533     2.070e+000  -90.257  3.585e+000   89.743  1.012e+000    0.809  5.974e+000   90.718  3.449e+000   90.708  5.727e-002  -24.583
11.357   0.553     1.992e+000  -90.267  3.451e+000   89.733  1.013e+000    0.842  6.206e+000   90.746  3.582e+000   90.735  5.690e-002  -23.683
10.949   0.574     1.920e+000  -90.277  3.326e+000   89.722  1.014e+000    0.876  6.438e+000   90.774  3.716e+000   90.763  5.657e-002  -22.834
10.569   0.594     1.853e+000  -90.287  3.209e+000   89.712  1.015e+000    0.910  6.669e+000   90.802  3.850e+000   90.790  5.627e-002  -22.030
10.215   0.615     1.790e+000  -90.298  3.101e+000   89.701  1.016e+000    0.944  6.901e+000   90.830  3.984e+000   90.818  5.601e-002  -21.268
9.884    0.636     1.731e+000  -90.308  2.999e+000   89.691  1.018e+000    0.979  7.133e+000   90.858  4.118e+000   90.846  5.577e-002  -20.545
9.574    0.656     1.676e+000  -90.319  2.904e+000   89.681  1.019e+000    1.015  7.365e+000   90.886  4.252e+000   90.873  5.556e-002  -19.859
9.283    0.677     1.625e+000  -90.329  2.814e+000   89.670  1.020e+000    1.051  7.597e+000   90.914  4.385e+000   90.901  5.537e-002  -19.205
9.008    0.697     1.576e+000  -90.340  2.730e+000   89.659  1.022e+000    1.087  7.830e+000   90.942  4.519e+000   90.929  5.520e-002  -18.583
8.750    0.718     1.530e+000  -90.350  2.650e+000   89.649  1.023e+000    1.124  8.062e+000   90.971  4.653e+000   90.957  5.505e-002  -17.989
8.506    0.739     1.487e+000  -90.361  2.575e+000   89.638  1.025e+000    1.162  8.294e+000   90.999  4.787e+000   90.984  5.491e-002  -17.422
8.275    0.759     1.446e+000  -90.372  2.504e+000   89.627  1.026e+000    1.201  8.527e+000   91.027  4.922e+000   91.012  5.479e-002  -16.879
8.056    0.780     1.407e+000  -90.383  2.437e+000   89.617  1.028e+000    1.240  8.759e+000   91.055  5.056e+000   91.040  5.468e-002  -16.360
7.849    0.801     1.370e+000  -90.393  2.373e+000   89.606  1.029e+000    1.280  8.992e+000   91.084  5.190e+000   91.068  5.458e-002  -15.861
7.652    0.821     1.335e+000  -90.404  2.312e+000   89.595  1.031e+000    1.321  9.225e+000   91.112  5.324e+000   91.096  5.450e-002  -15.383
7.465    0.842     1.302e+000  -90.415  2.254e+000   89.584  1.033e+000    1.363  9.458e+000   91.140  5.458e+000   91.124  5.442e-002  -14.923
7.286    0.862     1.270e+000  -90.426  2.199e+000   89.573  1.035e+000    1.406  9.690e+000   91.169  5.593e+000   91.152  5.436e-002  -14.481
7.116    0.883     1.239e+000  -90.437  2.147e+000   89.562  1.037e+000    1.449  9.924e+000   91.197  5.727e+000   91.179  5.430e-002  -14.056
6.954    0.904     1.210e+000  -90.449  2.097e+000   89.550  1.039e+000    1.494  1.016e+001   91.226  5.862e+000   91.207  5.425e-002  -13.645
6.799    0.924     1.183e+000  -90.460  2.049e+000   89.539  1.041e+000    1.540  1.039e+001   91.254  5.996e+000   91.235  5.421e-002  -13.249
6.651    0.945     1.156e+000  -90.471  2.003e+000   89.528  1.043e+000    1.587  1.062e+001   91.283  6.131e+000   91.263  5.417e-002  -12.867
6.509    0.965     1.131e+000  -90.482  1.959e+000   89.516  1.046e+000    1.635  1.086e+001   91.311  6.265e+000   91.292  5.414e-002  -12.497
6.373    0.986     1.107e+000  -90.494  1.917e+000   89.505  1.048e+000    1.684  1.109e+001   91.340  6.400e+000   91.320  5.412e-002  -12.140
6.242    1.007     1.083e+000  -90.505  1.876e+000   89.493  1.051e+000    1.735  1.132e+001   91.369  6.535e+000   91.348  5.410e-002  -11.793
6.117    1.027     1.061e+000  -90.517  1.837e+000   89.482  1.053e+000    1.788  1.156e+001   91.397  6.670e+000   91.376  5.409e-002  -11.458
5.997    1.048     1.039e+000  -90.529  1.800e+000   89.470  1.056e+000    1.841  1.179e+001   91.426  6.805e+000   91.404  5.409e-002  -11.132
5.881    1.068     1.019e+000  -90.541  1.764e+000   89.458  1.059e+000    1.897  1.203e+001   91.455  6.940e+000   91.432  5.408e-002  -10.816
5.770    1.089     9.986e-001  -90.553  1.730e+000   89.446  1.062e+000    1.954  1.226e+001   91.484  7.075e+000   91.460  5.409e-002  -10.509
5.663    1.110     9.793e-001  -90.565  1.696e+000   89.434  1.065e+000    2.013  1.250e+001   91.512  7.210e+000   91.489  5.409e-002  -10.210
5.560    1.130     9.608e-001  -90.577  1.664e+000   89.422  1.068e+000    2.074  1.273e+001   91.541  7.345e+000   91.517  5.410e-002   -9.920
5.460    1.151     9.429e-001  -90.589  1.633e+000   89.410  1.072e+000    2.137  1.296e+001   91.570  7.480e+000   91.545  5.412e-002   -9.637
5.364    1.171     9.256e-001  -90.601  1.603e+000   89.398  1.075e+000    2.202  1.320e+001   91.599  7.616e+000   91.573  5.414e-002   -9.361
5.271    1.192     9.089e-001  -90.613  1.574e+000   89.385  1.079e+000    2.270  1.343e+001   91.628  7.751e+000   91.602  5.416e-002   -9.092
5.182    1.213     8.927e-001  -90.626  1.546e+000   89.373  1.082e+000    2.339  1.367e+001   91.657  7.887e+000   91.630  5.419e-002   -8.830
5.095    1.233     8.771e-001  -90.639  1.519e+000   89.360  1.086e+000    2.412  1.391e+001   91.686  8.022e+000   91.658  5.422e-002   -8.574
5.011    1.254     8.620e-001  -90.651  1.493e+000   89.347  1.090e+000    2.487  1.414e+001   91.715  8.158e+000   91.687  5.425e-002   -8.323
4.930    1.274     8.473e-001  -90.664  1.468e+000   89.335  1.095e+000    2.565  1.438e+001   91.744  8.294e+000   91.715  5.428e-002   -8.079
4.852    1.295     8.331e-001  -90.677  1.443e+000   89.322  1.099e+000    2.646  1.461e+001   91.773  8.429e+000   91.743  5.432e-002   -7.839
4.776    1.316     8.194e-001  -90.690  1.419e+000   89.309  1.104e+000    2.730  1.485e+001   91.802  8.565e+000   91.772  5.437e-002   -7.605
4.702    1.336     8.060e-001  -90.703  1.396e+000   89.295  1.109e+000    2.818  1.508e+001   91.831  8.701e+000   91.800  5.441e-002   -7.375
4.631    1.357     7.930e-001  -90.717  1.374e+000   89.282  1.114e+000    2.910  1.532e+001   91.861  8.838e+000   91.829  5.446e-002   -7.150
4.562    1.377     7.805e-001  -90.730  1.352e+000   89.268  1.119e+000    3.005  1.556e+001   91.890  8.974e+000   91.857  5.451e-002   -6.929
4.494    1.398     7.682e-001  -90.744  1.331e+000   89.255  1.124e+000    3.105  1.579e+001   91.919  9.110e+000   91.885  5.456e-002   -6.713
4.429    1.419     7.563e-001  -90.758  1.310e+000   89.241  1.130e+000    3.209  1.603e+001   91.948  9.246e+000   91.914  5.462e-002   -6.500
4.366    1.439     7.448e-001  -90.772  1.290e+000   89.227  1.136e+000    3.318  1.627e+001   91.978  9.383e+000   91.942  5.468e-002   -6.291
4.304    1.460     7.335e-001  -90.786  1.271e+000   89.213  1.142e+000    3.432  1.651e+001   92.007  9.520e+000   91.971  5.474e-002   -6.085
4.244    1.480     7.226e-001  -90.800  1.252e+000   89.199  1.149e+000    3.551  1.674e+001   92.036  9.656e+000   91.999  5.480e-002   -5.883
4.186    1.501     7.120e-001  -90.814  1.233e+000   89.184  1.156e+000    3.677  1.698e+001   92.065  9.793e+000   92.027  5.487e-002   -5.684
4.129    1.522     7.016e-001  -90.829  1.215e+000   89.170  1.163e+000    3.808  1.722e+001   92.095  9.930e+000   92.056  5.494e-002   -5.489
4.074    1.542     6.915e-001  -90.844  1.198e+000   89.155  1.170e+000    3.946  1.746e+001   92.124  1.007e+001   92.084  5.501e-002   -5.296
4.020    1.563     6.816e-001  -90.859  1.181e+000   89.140  1.178e+000    4.091  1.770e+001   92.153  1.020e+001   92.112  5.509e-002   -5.105
3.968    1.583     6.720e-001  -90.874  1.164e+000   89.125  1.186e+000    4.244  1.794e+001   92.183  1.034e+001   92.141  5.516e-002   -4.918
3.917    1.604     6.626e-001  -90.889  1.148e+000   89.110  1.195e+000    4.406  1.817e+001   92.212  1.048e+001   92.169  5.524e-002   -4.733
3.867    1.625     6.535e-001  -90.905  1.132e+000   89.095  1.204e+000    4.575  1.841e+001   92.241  1.062e+001   92.197  5.532e-002   -4.550
3.819    1.645     6.445e-001  -90.920  1.116e+000   89.079  1.214e+000    4.755  1.865e+001   92.271  1.075e+001   92.225  5.541e-002   -4.369
3.772    1.666     6.358e-001  -90.936  1.101e+000   89.063  1.224e+000    4.945  1.889e+001   92.300  1.089e+001   92.253  5.549e-002   -4.191
3.726    1.686     6.273e-001  -90.952  1.087e+000   89.047  1.234e+000    5.146  1.913e+001   92.329  1.103e+001   92.281  5.558e-002   -4.014
3.681    1.707     6.189e-001  -90.969  1.072e+000   89.031  1.245e+000    5.358  1.937e+001   92.359  1.117e+001   92.309  5.567e-002   -3.840
3.637    1.728     6.108e-001  -90.985  1.058e+000   89.014  1.257e+000    5.584  1.961e+001   92.388  1.131e+001   92.337  5.577e-002   -3.667
3.594    1.748     6.028e-001  -91.002  1.044e+000   88.998  1.270e+000    5.824  1.985e+001   92.417  1.144e+001   92.365  5.586e-002   -3.496
3.552    1.769     5.950e-001  -91.019  1.031e+000   88.981  1.283e+000    6.079  2.010e+001   92.446  1.158e+001   92.393  5.596e-002   -3.326
