MOTIONS (ORIGIN OF INTERNAL CALCULATING COORDINATE, INTERPOLATE, ONLY RIDIG MODAL)
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
8.275    0.759    -9.153e-004 -2.777e-004  9.565e-004 -163.121
8.056    0.780    -9.160e-004 -2.689e-004  9.546e-004 -163.640
7.849    0.801    -9.167e-004 -2.605e-004  9.530e-004 -164.138
7.652    0.821    -9.174e-004 -2.524e-004  9.515e-004 -164.616
7.465    0.842    -9.181e-004 -2.447e-004  9.502e-004 -165.075
7.286    0.862    -9.189e-004 -2.374e-004  9.491e-004 -165.516
7.116    0.883    -9.197e-004 -2.303e-004  9.481e-004 -165.941
6.954    0.904    -9.205e-004 -2.235e-004  9.472e-004 -166.351
6.799    0.924    -9.213e-004 -2.170e-004  9.465e-004 -166.746
6.651    0.945    -9.222e-004 -2.107e-004  9.459e-004 -167.127
6.509    0.965    -9.230e-004 -2.047e-004  9.454e-004 -167.496
6.373    0.986    -9.239e-004 -1.989e-004  9.451e-004 -167.852
6.242    1.007    -9.248e-004 -1.933e-004  9.448e-004 -168.197
6.117    1.027    -9.258e-004 -1.878e-004  9.446e-004 -168.532
5.997    1.048    -9.267e-004 -1.826e-004  9.445e-004 -168.856
5.881    1.068    -9.277e-004 -1.775e-004  9.445e-004 -169.170
5.770    1.089    -9.287e-004 -1.725e-004  9.446e-004 -169.475
5.663    1.110    -9.297e-004 -1.678e-004  9.448e-004 -169.772
5.560    1.130    -9.308e-004 -1.631e-004  9.450e-004 -170.061
5.460    1.151    -9.319e-004 -1.586e-004  9.453e-004 -170.341
5.364    1.171    -9.330e-004 -1.542e-004  9.456e-004 -170.615
5.271    1.192    -9.341e-004 -1.499e-004  9.461e-004 -170.881
5.182    1.213    -9.353e-004 -1.458e-004  9.465e-004 -171.141
5.095    1.233    -9.364e-004 -1.417e-004  9.471e-004 -171.394
5.011    1.254    -9.376e-004 -1.378e-004  9.477e-004 -171.641
4.930    1.274    -9.389e-004 -1.339e-004  9.484e-004 -171.882
4.852    1.295    -9.401e-004 -1.301e-004  9.491e-004 -172.118
4.776    1.316    -9.414e-004 -1.265e-004  9.499e-004 -172.349
4.702    1.336    -9.427e-004 -1.229e-004  9.507e-004 -172.575
4.631    1.357    -9.440e-004 -1.193e-004  9.516e-004 -172.795
4.562    1.377    -9.454e-004 -1.159e-004  9.525e-004 -173.011
4.494    1.398    -9.468e-004 -1.125e-004  9.535e-004 -173.223
4.429    1.419    -9.482e-004 -1.092e-004  9.545e-004 -173.431
4.366    1.439    -9.497e-004 -1.059e-004  9.555e-004 -173.634
4.304    1.460    -9.511e-004 -1.028e-004  9.567e-004 -173.834
4.244    1.480    -9.526e-004 -9.963e-005  9.578e-004 -174.030
4.186    1.501    -9.542e-004 -9.655e-005  9.590e-004 -174.222
4.129    1.522    -9.557e-004 -9.353e-005  9.603e-004 -174.411
4.074    1.542    -9.573e-004 -9.056e-005  9.616e-004 -174.596
4.020    1.563    -9.590e-004 -8.764e-005  9.629e-004 -174.778
3.968    1.583    -9.606e-004 -8.476e-005  9.643e-004 -174.957
3.917    1.604    -9.623e-004 -8.193e-005  9.658e-004 -175.134
3.867    1.625    -9.640e-004 -7.914e-005  9.673e-004 -175.307
3.819    1.645    -9.658e-004 -7.639e-005  9.688e-004 -175.478
3.772    1.666    -9.675e-004 -7.368e-005  9.703e-004 -175.645
3.726    1.686    -9.694e-004 -7.101e-005  9.720e-004 -175.811
3.681    1.707    -9.712e-004 -6.837e-005  9.736e-004 -175.973
3.637    1.728    -9.731e-004 -6.577e-005  9.753e-004 -176.134
3.594    1.748    -9.750e-004 -6.320e-005  9.771e-004 -176.291
3.552    1.769    -9.770e-004 -6.066e-005  9.788e-004 -176.447
3.511    1.789    -9.790e-004 -5.816e-005  9.807e-004 -176.600
3.471    1.810    -9.810e-004 -5.568e-005  9.826e-004 -176.751
3.432    1.831    -9.830e-004 -5.323e-005  9.845e-004 -176.900
3.394    1.851    -9.851e-004 -5.082e-005  9.864e-004 -177.047
3.357    1.872    -9.873e-004 -4.842e-005  9.884e-004 -177.192
3.320    1.892    -9.894e-004 -4.606e-005  9.905e-004 -177.335
3.284    1.913    -9.916e-004 -4.372e-005  9.926e-004 -177.476
3.249    1.934    -9.939e-004 -4.141e-005  9.947e-004 -177.614
3.215    1.954    -9.961e-004 -3.912e-005  9.969e-004 -177.751
3.182    1.975    -9.985e-004 -3.685e-005  9.991e-004 -177.886
3.149    1.995    -1.001e-003 -3.461e-005  1.001e-003 -178.020
3.117    2.016    -1.003e-003 -3.239e-005  1.004e-003 -178.151
3.085    2.037    -1.006e-003 -3.019e-005  1.006e-003 -178.280
3.054    2.057    -1.008e-003 -2.802e-005  1.009e-003 -178.408
3.024    2.078    -1.011e-003 -2.586e-005  1.011e-003 -178.534
2.994    2.098    -1.013e-003 -2.373e-005  1.013e-003 -178.658
2.965    2.119    -1.016e-003 -2.163e-005  1.016e-003 -178.780
2.936    2.140    -1.018e-003 -1.954e-005  1.019e-003 -178.901
2.908    2.160    -1.021e-003 -1.748e-005  1.021e-003 -179.019
2.881    2.181    -1.024e-003 -1.544e-005  1.024e-003 -179.136
2.854    2.202    -1.027e-003 -1.342e-005  1.027e-003 -179.251
2.828    2.222    -1.029e-003 -1.143e-005  1.029e-003 -179.364
2.802    2.243    -1.032e-003 -9.461e-006  1.032e-003 -179.475
2.776    2.263    -1.035e-003 -7.515e-006  1.035e-003 -179.584
2.751    2.284    -1.038e-003 -5.595e-006  1.038e-003 -179.691
2.726    2.305    -1.041e-003 -3.700e-006  1.041e-003 -179.796
2.702    2.325    -1.044e-003 -1.831e-006  1.044e-003 -179.900
2.679    2.346    -1.047e-003  1.036e-008  1.047e-003  179.999
2.655    2.366    -1.050e-003  1.823e-006  1.050e-003  179.901
2.632    2.387    -1.053e-003  3.606e-006  1.053e-003  179.804
2.610    2.408    -1.057e-003  5.358e-006  1.057e-003  179.709
2.588    2.428    -1.060e-003  7.078e-006  1.060e-003  179.617
2.566    2.449    -1.063e-003  8.764e-006  1.063e-003  179.528
2.544    2.469    -1.066e-003  1.041e-005  1.066e-003  179.440
2.523    2.490    -1.070e-003  1.203e-005  1.070e-003  179.356
2.503    2.511    -1.073e-003  1.360e-005  1.073e-003  179.274
2.482    2.531    -1.076e-003  1.514e-005  1.077e-003  179.194
2.462    2.552    -1.080e-003  1.663e-005  1.080e-003  179.118
2.443    2.572    -1.083e-003  1.807e-005  1.084e-003  179.044
2.423    2.593    -1.087e-003  1.947e-005  1.087e-003  178.974
2.404    2.614    -1.090e-003  2.081e-005  1.091e-003  178.907
2.385    2.634    -1.094e-003  2.210e-005  1.094e-003  178.843
2.367    2.655    -1.098e-003  2.334e-005  1.098e-003  178.782
2.349    2.675    -1.101e-003  2.451e-005  1.102e-003  178.725
2.331    2.696    -1.105e-003  2.562e-005  1.105e-003  178.672
2.313    2.717    -1.109e-003  2.667e-005  1.109e-003  178.622
2.295    2.737    -1.112e-003  2.764e-005  1.113e-003  178.577
2.278    2.758    -1.116e-003  2.854e-005  1.116e-003  178.535
2.261    2.778    -1.120e-003  2.936e-005  1.120e-003  178.498
2.245    2.799    -1.124e-003  3.010e-005  1.124e-003  178.466
2.228    2.820    -1.127e-003  3.075e-005  1.128e-003  178.438
2.212    2.840    -1.131e-003  3.131e-005  1.132e-003  178.414
2.196    2.861    -1.135e-003  3.177e-005  1.135e-003  178.396
2.181    2.881    -1.139e-003  3.213e-005  1.139e-003  178.384
2.165    2.902    -1.142e-003  3.239e-005  1.143e-003  178.376
2.150    2.923    -1.146e-003  3.253e-005  1.147e-003  178.374
2.135    2.943    -1.150e-003  3.255e-005  1.150e-003  178.378
2.120    2.964    -1.153e-003  3.245e-005  1.154e-003  178.388
2.105    2.984    -1.157e-003  3.223e-005  1.158e-003  178.405
2.091    3.005    -1.161e-003  3.186e-005  1.161e-003  178.427
2.077    3.026    -1.164e-003  3.136e-005  1.165e-003  178.457
2.063    3.046    -1.168e-003  3.071e-005  1.168e-003  178.493
2.049    3.067    -1.171e-003  2.992e-005  1.171e-003  178.537
2.035    3.087    -1.174e-003  2.896e-005  1.175e-003  178.587
2.022    3.108    -1.178e-003  2.784e-005  1.178e-003  178.646
2.008    3.129    -1.181e-003  2.655e-005  1.181e-003  178.712
1.995    3.149    -1.184e-003  2.509e-005  1.184e-003  178.786
1.982    3.170    -1.187e-003  2.345e-005  1.187e-003  178.868
1.969    3.190    -1.189e-003  2.163e-005  1.190e-003  178.958
1.957    3.211    -1.192e-003  1.961e-005  1.192e-003  179.057
1.944    3.232    -1.194e-003  1.741e-005  1.195e-003  179.165
1.932    3.252    -1.197e-003  1.501e-005  1.197e-003  179.281
1.920    3.273    -1.199e-003  1.241e-005  1.199e-003  179.407
1.908    3.293    -1.201e-003  9.614e-006  1.201e-003  179.541
1.896    3.314    -1.202e-003  6.613e-006  1.202e-003  179.685
1.884    3.335    -1.203e-003  3.408e-006  1.204e-003  179.838
1.873    3.355    -1.205e-003  1.517e-009  1.205e-003  180.000
1.861    3.376    -1.205e-003 -3.605e-006  1.205e-003 -179.829
1.850    3.396    -1.206e-003 -7.412e-006  1.206e-003 -179.648
1.839    3.417    -1.206e-003 -1.142e-005  1.206e-003 -179.458
1.828    3.438    -1.206e-003 -1.561e-005  1.206e-003 -179.258
1.817    3.458    -1.205e-003 -1.999e-005  1.205e-003 -179.050
1.806    3.479    -1.204e-003 -2.455e-005  1.205e-003 -178.832
1.795    3.499    -1.203e-003 -2.927e-005  1.203e-003 -178.606
1.785    3.520    -1.201e-003 -3.416e-005  1.202e-003 -178.371
1.775    3.541    -1.199e-003 -3.919e-005  1.200e-003 -178.128
1.764    3.561    -1.196e-003 -4.435e-005  1.197e-003 -177.877
1.754    3.582    -1.193e-003 -4.963e-005  1.194e-003 -177.618
1.744    3.603    -1.189e-003 -5.501e-005  1.191e-003 -177.352
1.734    3.623    -1.185e-003 -6.048e-005  1.187e-003 -177.079
1.724    3.644    -1.180e-003 -6.601e-005  1.182e-003 -176.799
1.715    3.664    -1.175e-003 -7.158e-005  1.177e-003 -176.514
1.705    3.685    -1.169e-003 -7.717e-005  1.172e-003 -176.225
1.696    3.706    -1.163e-003 -8.275e-005  1.166e-003 -175.930
1.686    3.726    -1.156e-003 -8.831e-005  1.159e-003 -175.632
1.677    3.747    -1.149e-003 -9.382e-005  1.152e-003 -175.330
1.668    3.767    -1.140e-003 -9.924e-005  1.145e-003 -175.027
1.659    3.788    -1.132e-003 -1.046e-004  1.137e-003 -174.722
1.650    3.809    -1.123e-003 -1.097e-004  1.128e-003 -174.416
1.641    3.829    -1.113e-003 -1.148e-004  1.119e-003 -174.111
1.632    3.850    -1.102e-003 -1.196e-004  1.109e-003 -173.807
1.623    3.870    -1.091e-003 -1.242e-004  1.098e-003 -173.505
1.615    3.891    -1.080e-003 -1.286e-004  1.087e-003 -173.208
1.606    3.912    -1.068e-003 -1.327e-004  1.076e-003 -172.915
1.598    3.932    -1.055e-003 -1.365e-004  1.064e-003 -172.629
1.590    3.953    -1.042e-003 -1.400e-004  1.051e-003 -172.348
1.581    3.973    -1.028e-003 -1.432e-004  1.038e-003 -172.073
1.573    3.994    -1.014e-003 -1.461e-004  1.025e-003 -171.806
1.565    4.015    -1.000e-003 -1.486e-004  1.011e-003 -171.546
1.557    4.035    -9.852e-004 -1.508e-004  9.967e-004 -171.296
1.549    4.056    -9.700e-004 -1.526e-004  9.819e-004 -171.059
1.541    4.076    -9.544e-004 -1.539e-004  9.667e-004 -170.840
1.534    4.097    -9.383e-004 -1.546e-004  9.510e-004 -170.641
1.526    4.118    -9.219e-004 -1.548e-004  9.348e-004 -170.465
1.518    4.138    -9.051e-004 -1.546e-004  9.182e-004 -170.306
1.511    4.159    -8.882e-004 -1.541e-004  9.015e-004 -170.157
1.503    4.179    -8.713e-004 -1.535e-004  8.848e-004 -170.008
1.496    4.200    -8.547e-004 -1.530e-004  8.683e-004 -169.854
--------------------------------------------------------------
WAVE ANGLE = 90.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100    -1.828e-002  1.794e-008  1.828e-002  180.000
52.098   0.121    -1.934e-002  1.226e-007  1.934e-002  180.000
44.497   0.141    -1.924e-002  3.231e-007  1.924e-002  179.999
38.831   0.162    -1.887e-002  3.085e-007  1.887e-002  179.999
34.445   0.182    -1.854e-002  1.524e-007  1.854e-002  180.000
30.949   0.203    -1.834e-002 -7.636e-010  1.834e-002 -180.000
28.098   0.224    -1.828e-002 -6.078e-008  1.828e-002 -180.000
25.727   0.244    -1.830e-002 -7.323e-008  1.830e-002 -180.000
23.726   0.265    -1.834e-002 -6.766e-008  1.834e-002 -180.000
22.013   0.285    -1.838e-002 -5.393e-008  1.838e-002 -180.000
20.531   0.306    -1.841e-002 -3.467e-008  1.841e-002 -180.000
19.236   0.327    -1.843e-002 -2.422e-008  1.843e-002 -180.000
18.095   0.347    -1.844e-002 -4.341e-008  1.844e-002 -180.000
17.081   0.368    -1.845e-002 -9.103e-008  1.845e-002 -180.000
16.175   0.388    -1.846e-002 -1.516e-007  1.846e-002 -180.000
15.361   0.409    -1.847e-002 -2.030e-007  1.847e-002 -179.999
14.624   0.430    -1.848e-002 -2.450e-007  1.848e-002 -179.999
13.955   0.450    -1.850e-002 -2.958e-007  1.850e-002 -179.999
13.344   0.471    -1.851e-002 -3.602e-007  1.851e-002 -179.999
12.785   0.491    -1.853e-002 -4.338e-007  1.853e-002 -179.999
12.270   0.512    -1.855e-002 -5.073e-007  1.855e-002 -179.998
11.796   0.533    -1.856e-002 -5.871e-007  1.856e-002 -179.998
11.357   0.553    -1.858e-002 -6.849e-007  1.858e-002 -179.998
10.949   0.574    -1.860e-002 -8.020e-007  1.860e-002 -179.998
10.569   0.594    -1.862e-002 -9.324e-007  1.862e-002 -179.997
10.215   0.615    -1.864e-002 -1.067e-006  1.864e-002 -179.997
9.884    0.636    -1.866e-002 -1.213e-006  1.866e-002 -179.996
9.574    0.656    -1.868e-002 -1.382e-006  1.868e-002 -179.996
9.283    0.677    -1.871e-002 -1.574e-006  1.871e-002 -179.995
9.008    0.697    -1.873e-002 -1.784e-006  1.873e-002 -179.995
8.750    0.718    -1.875e-002 -2.007e-006  1.875e-002 -179.994
8.506    0.739    -1.878e-002 -2.251e-006  1.878e-002 -179.993
8.275    0.759    -1.881e-002 -2.526e-006  1.881e-002 -179.992
8.056    0.780    -1.883e-002 -2.832e-006  1.883e-002 -179.991
7.849    0.801    -1.886e-002 -3.164e-006  1.886e-002 -179.990
7.652    0.821    -1.889e-002 -3.519e-006  1.889e-002 -179.989
7.465    0.842    -1.892e-002 -3.907e-006  1.892e-002 -179.988
7.286    0.862    -1.895e-002 -4.336e-006  1.895e-002 -179.987
7.116    0.883    -1.898e-002 -4.808e-006  1.898e-002 -179.985
6.954    0.904    -1.901e-002 -5.317e-006  1.901e-002 -179.984
6.799    0.924    -1.905e-002 -5.862e-006  1.905e-002 -179.982
6.651    0.945    -1.908e-002 -6.456e-006  1.908e-002 -179.981
6.509    0.965    -1.912e-002 -7.107e-006  1.912e-002 -179.979
6.373    0.986    -1.915e-002 -7.816e-006  1.915e-002 -179.977
6.242    1.007    -1.919e-002 -8.578e-006  1.919e-002 -179.974
6.117    1.027    -1.923e-002 -9.394e-006  1.923e-002 -179.972
5.997    1.048    -1.927e-002 -1.028e-005  1.927e-002 -179.969
5.881    1.068    -1.931e-002 -1.124e-005  1.931e-002 -179.967
5.770    1.089    -1.935e-002 -1.229e-005  1.935e-002 -179.964
5.663    1.110    -1.940e-002 -1.340e-005  1.940e-002 -179.960
5.560    1.130    -1.944e-002 -1.460e-005  1.944e-002 -179.957
5.460    1.151    -1.948e-002 -1.590e-005  1.948e-002 -179.953
5.364    1.171    -1.953e-002 -1.730e-005  1.953e-002 -179.949
5.271    1.192    -1.958e-002 -1.881e-005  1.958e-002 -179.945
5.182    1.213    -1.963e-002 -2.042e-005  1.963e-002 -179.940
5.095    1.233    -1.968e-002 -2.214e-005  1.968e-002 -179.936
5.011    1.254    -1.973e-002 -2.400e-005  1.973e-002 -179.930
4.930    1.274    -1.978e-002 -2.601e-005  1.978e-002 -179.925
4.852    1.295    -1.984e-002 -2.816e-005  1.984e-002 -179.919
4.776    1.316    -1.989e-002 -3.045e-005  1.989e-002 -179.912
4.702    1.336    -1.995e-002 -3.291e-005  1.995e-002 -179.905
4.631    1.357    -2.001e-002 -3.555e-005  2.001e-002 -179.898
4.562    1.377    -2.007e-002 -3.839e-005  2.007e-002 -179.890
4.494    1.398    -2.013e-002 -4.142e-005  2.013e-002 -179.882
4.429    1.419    -2.019e-002 -4.466e-005  2.019e-002 -179.873
4.366    1.439    -2.026e-002 -4.812e-005  2.026e-002 -179.864
4.304    1.460    -2.032e-002 -5.183e-005  2.032e-002 -179.854
4.244    1.480    -2.039e-002 -5.581e-005  2.039e-002 -179.843
4.186    1.501    -2.046e-002 -6.005e-005  2.046e-002 -179.832
4.129    1.522    -2.053e-002 -6.457e-005  2.053e-002 -179.820
4.074    1.542    -2.060e-002 -6.940e-005  2.060e-002 -179.807
4.020    1.563    -2.068e-002 -7.457e-005  2.068e-002 -179.793
3.968    1.583    -2.076e-002 -8.010e-005  2.076e-002 -179.779
3.917    1.604    -2.084e-002 -8.600e-005  2.084e-002 -179.764
3.867    1.625    -2.092e-002 -9.227e-005  2.092e-002 -179.747
3.819    1.645    -2.100e-002 -9.897e-005  2.100e-002 -179.730
3.772    1.666    -2.108e-002 -1.061e-004  2.108e-002 -179.712
3.726    1.686    -2.117e-002 -1.138e-004  2.117e-002 -179.692
3.681    1.707    -2.126e-002 -1.219e-004  2.126e-002 -179.671
3.637    1.728    -2.135e-002 -1.306e-004  2.135e-002 -179.650
3.594    1.748    -2.144e-002 -1.398e-004  2.144e-002 -179.626
3.552    1.769    -2.154e-002 -1.497e-004  2.154e-002 -179.602
3.511    1.789    -2.164e-002 -1.602e-004  2.164e-002 -179.576
3.471    1.810    -2.174e-002 -1.714e-004  2.174e-002 -179.548
3.432    1.831    -2.184e-002 -1.833e-004  2.184e-002 -179.519
3.394    1.851    -2.195e-002 -1.960e-004  2.195e-002 -179.488
3.357    1.872    -2.205e-002 -2.096e-004  2.206e-002 -179.456
3.320    1.892    -2.217e-002 -2.240e-004  2.217e-002 -179.421
3.284    1.913    -2.228e-002 -2.393e-004  2.228e-002 -179.385
3.249    1.934    -2.240e-002 -2.556e-004  2.240e-002 -179.346
3.215    1.954    -2.251e-002 -2.730e-004  2.252e-002 -179.305
3.182    1.975    -2.264e-002 -2.916e-004  2.264e-002 -179.262
3.149    1.995    -2.276e-002 -3.113e-004  2.276e-002 -179.216
3.117    2.016    -2.289e-002 -3.323e-004  2.289e-002 -179.168
3.085    2.037    -2.302e-002 -3.547e-004  2.303e-002 -179.117
3.054    2.057    -2.316e-002 -3.785e-004  2.316e-002 -179.064
3.024    2.078    -2.330e-002 -4.038e-004  2.330e-002 -179.007
2.994    2.098    -2.344e-002 -4.308e-004  2.344e-002 -178.947
2.965    2.119    -2.358e-002 -4.595e-004  2.359e-002 -178.884
2.936    2.140    -2.373e-002 -4.901e-004  2.374e-002 -178.817
2.908    2.160    -2.389e-002 -5.227e-004  2.389e-002 -178.746
2.881    2.181    -2.404e-002 -5.575e-004  2.405e-002 -178.672
2.854    2.202    -2.420e-002 -5.946e-004  2.421e-002 -178.593
2.828    2.222    -2.437e-002 -6.343e-004  2.438e-002 -178.509
2.802    2.243    -2.454e-002 -6.766e-004  2.455e-002 -178.421
2.776    2.263    -2.471e-002 -7.218e-004  2.472e-002 -178.327
2.751    2.284    -2.489e-002 -7.699e-004  2.490e-002 -178.228
2.726    2.305    -2.507e-002 -8.212e-004  2.508e-002 -178.124
2.702    2.325    -2.525e-002 -8.757e-004  2.527e-002 -178.014
2.679    2.346    -2.544e-002 -9.341e-004  2.546e-002 -177.897
2.655    2.366    -2.564e-002 -9.973e-004  2.566e-002 -177.772
2.632    2.387    -2.584e-002 -1.066e-003  2.586e-002 -177.637
2.610    2.408    -2.604e-002 -1.142e-003  2.607e-002 -177.488
2.588    2.428    -2.625e-002 -1.225e-003  2.628e-002 -177.327
2.566    2.449    -2.646e-002 -1.313e-003  2.649e-002 -177.158
2.544    2.469    -2.667e-002 -1.403e-003  2.671e-002 -176.988
2.523    2.490    -2.688e-002 -1.493e-003  2.693e-002 -176.821
2.503    2.511    -2.710e-002 -1.581e-003  2.715e-002 -176.661
2.482    2.531    -2.732e-002 -1.672e-003  2.737e-002 -176.498
2.462    2.552    -2.754e-002 -1.773e-003  2.760e-002 -176.317
2.443    2.572    -2.777e-002 -1.889e-003  2.784e-002 -176.108
2.423    2.593    -2.800e-002 -2.019e-003  2.807e-002 -175.876
2.404    2.614    -2.823e-002 -2.151e-003  2.831e-002 -175.642
2.385    2.634    -2.846e-002 -2.280e-003  2.855e-002 -175.420
2.367    2.655    -2.871e-002 -2.409e-003  2.881e-002 -175.203
2.349    2.675    -2.896e-002 -2.543e-003  2.907e-002 -174.983
2.331    2.696    -2.922e-002 -2.681e-003  2.935e-002 -174.758
2.313    2.717    -2.949e-002 -2.824e-003  2.962e-002 -174.530
2.295    2.737    -2.975e-002 -2.975e-003  2.990e-002 -174.289
2.278    2.758    -3.001e-002 -3.149e-003  3.017e-002 -174.010
2.261    2.778    -3.029e-002 -3.338e-003  3.047e-002 -173.711
2.245    2.799    -3.057e-002 -3.532e-003  3.077e-002 -173.409
2.228    2.820    -3.086e-002 -3.735e-003  3.109e-002 -173.100
2.212    2.840    -3.115e-002 -3.948e-003  3.140e-002 -172.777
2.196    2.861    -3.145e-002 -4.175e-003  3.172e-002 -172.438
2.181    2.881    -3.173e-002 -4.414e-003  3.204e-002 -172.081
2.165    2.902    -3.198e-002 -4.647e-003  3.232e-002 -171.733
2.150    2.923    -3.234e-002 -4.821e-003  3.270e-002 -171.522
2.135    2.943    -3.267e-002 -5.134e-003  3.307e-002 -171.068
